user_name,quality_grade,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
Brittany Mason,research,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
Brittany Mason,needs_id,Golden Canna,Canna flaccida,Golden Canna,Plantae,127279
Brittany Mason,needs_id,cardinal airplant,Tillandsia fasciculata,cardinal airplant,Plantae,68593
Brittany Mason,research,creeping beggarweed,Desmodium incanum,creeping beggarweed,Plantae,116694
Brittany Mason,research,Domestic Muscovy Duck,Cairina moschata domestica,Domestic Muscovy Duck,Aves,204094
Brittany Mason,research,Common Gallinule,Gallinula galeata,Common Gallinule,Aves,144479
Brittany Mason,research,Tricolored Heron,Egretta tricolor,Tricolored Heron,Aves,4938
Brittany Mason,needs_id,Mexican Primrose-willow,Ludwigia octovalvis,Mexican Primrose-willow,Plantae,164861
Brittany Mason,research,Loggerhead Shrike,Lanius ludovicianus,Loggerhead Shrike,Aves,12024
Brittany Mason,research,Whorled Pennywort,Hydrocotyle verticillata,Whorled Pennywort,Plantae,60121
Brittany Mason,research,Efferia femorata,Efferia femorata,,Insecta,61612
Brittany Mason,research,Florida Red-bellied Cooter,Pseudemys nelsoni,Florida Red-bellied Cooter,Reptilia,39824
Brittany Mason,research,climbing dayflower,Commelina diffusa,climbing dayflower,Plantae,160818
Brittany Mason,needs_id,legumes,Fabaceae,legumes,Plantae,47122
Brittany Mason,research,American burnweed,Erechtites hieraciifolius,American burnweed,Plantae,130888
Brittany Mason,research,trailing daisy,Sphagneticola trilobata,trailing daisy,Plantae,246102
Brittany Mason,research,tropical milkweed,Asclepias curassavica,tropical milkweed,Plantae,75602
Brittany Mason,research,Common Fanpetals,Sida ulmifolia,Common Fanpetals,Plantae,131597
Brittany Mason,research,Great Southern White,Ascia monuste,Great Southern White,Insecta,51536
Brittany Mason,research,Three-banded Scoliid Wasp,Dielis trifasciata,Three-banded Scoliid Wasp,Insecta,893825
Brittany Mason,needs_id,Nematoceran Flies,Nematocera,Nematoceran Flies,Insecta,154259
Brittany Mason,research,Burrowing Owl,Athene cunicularia,Burrowing Owl,Aves,19975
Brittany Mason,research,Green Iguana,Iguana iguana,Green Iguana,Reptilia,35342
Brittany Mason,needs_id,Three-banded Scoliid Wasp,Dielis trifasciata,Three-banded Scoliid Wasp,Insecta,893825
Brittany Mason,research,Marsh Rabbit,Sylvilagus palustris,Marsh Rabbit,Mammalia,43102
Brittany Mason,research,Brown Basilisk,Basiliscus vittatus,Brown Basilisk,Reptilia,33118
Brittany Mason,research,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
Brittany Mason,research,Zebra Longwing,Heliconius charithonia,Zebra Longwing,Insecta,49766
Brittany Mason,research,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
Brittany Mason,research,Common Grackle,Quiscalus quiscula,Common Grackle,Aves,9602
Brittany Mason,research,Virginia pepperweed,Lepidium virginicum,Virginia pepperweed,Plantae,77676
Brittany Mason,research,Blue Jay,Cyanocitta cristata,Blue Jay,Aves,8229
Brittany Mason,research,Northern Mockingbird,Mimus polyglottos,Northern Mockingbird,Aves,14886
Brittany Mason,research,Eastern Amberwing,Perithemis tenera,Eastern Amberwing,Insecta,59776
Brittany Mason,research,Mallow Scrub-Hairstreak,Strymon istapa,Mallow Scrub-Hairstreak,Insecta,132553
Brittany Mason,research,White Peacock,Anartia jatrophae,White Peacock,Insecta,49761
Brittany Mason,needs_id,marsh fleabane,Pluchea odorata,marsh fleabane,Plantae,60146
Brittany Mason,research,creeping cucumber,Melothria pendula,creeping cucumber,Plantae,131557
Brittany Mason,research,Shiny-leaved Wild Coffee,Psychotria nervosa,Shiny-leaved Wild Coffee,Plantae,51599
Brittany Mason,research,Red-bellied Woodpecker,Melanerpes carolinus,Red-bellied Woodpecker,Aves,18205
Brittany Mason,needs_id,Grape Flea Beetle,Altica chalybea,Grape Flea Beetle,Insecta,213091
Brittany Mason,research,Three-spotted Skipper,Cymaenes tripunctus,Three-spotted Skipper,Insecta,218000
Brittany Mason,research,Giant leather fern,Acrostichum danaeifolium,Giant leather fern,Plantae,130818
Brittany Mason,needs_id,Woody Angle,Macaria aequiferaria,Woody Angle,Insecta,224250
Brittany Mason,research,Band-winged Dragonlet,Erythrodiplax umbrata,Band-winged Dragonlet,Insecta,50342
Brittany Mason,needs_id,Silvery Checkerspot,Chlosyne nycteis,Silvery Checkerspot,Insecta,62978
Brittany Mason,research,Golden Tortoise Beetle,Charidotella sexpunctata,Golden Tortoise Beetle,Insecta,133439
Brittany Mason,research,tropical milkweed,Asclepias curassavica,tropical milkweed,Plantae,75602
Brittany Mason,research,Magnolia Green Jumping Spider,Lyssomanes viridis,Magnolia Green Jumping Spider,Arachnida,68315
Brittany Mason,needs_id,Condylostylus caudatus,Condylostylus caudatus,,Insecta,361981
Brittany Mason,research,Groundhog,Marmota monax,Groundhog,Mammalia,46095
Brittany Mason,research,American Robin,Turdus migratorius,American Robin,Aves,12727
Brittany Mason,research,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
Brittany Mason,research,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
Brittany Mason,research,Northern Mockingbird,Mimus polyglottos,Northern Mockingbird,Aves,14886
Brittany Mason,needs_id,common blue violet,Viola sororia,common blue violet,Plantae,82816
Brittany Mason,research,Eastern Glass Lizard,Ophisaurus ventralis,Eastern Glass Lizard,Reptilia,31981
Brittany Mason,research,Florida Watersnake,Nerodia fasciata pictiventris,Florida Watersnake,Reptilia,29320
Brittany Mason,research,Florida Green Watersnake,Nerodia floridana,Florida Green Watersnake,Reptilia,29315
Brittany Mason,needs_id,Starbellied Orbweaver,Acanthepeira stellata,Starbellied Orbweaver,Arachnida,51709
Brittany Mason,research,Florida Watersnake,Nerodia fasciata pictiventris,Florida Watersnake,Reptilia,29320
Brittany Mason,research,Eastern Garter Snake,Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,28365
Brittany Mason,research,Brown Watersnake,Nerodia taxispilota,Brown Watersnake,Reptilia,29304
Brittany Mason,research,Common Ribbon Snake,Thamnophis saurita,Common Ribbon Snake,Reptilia,558951
Brittany Mason,research,Virginia Opossum,Didelphis virginiana,Virginia Opossum,Mammalia,42652
Brittany Mason,needs_id,Fireflies,Photuris,,Insecta,47883
Brittany Mason,research,Southern Leopard Frog,Lithobates sphenocephalus,Southern Leopard Frog,Amphibia,60341
Brittany Mason,research,Peninsular Cooter,Pseudemys peninsularis,Peninsular Cooter,Reptilia,39825
Brittany Mason,research,American Alligator,Alligator mississippiensis,American Alligator,Reptilia,26159
Brittany Mason,research,Spotted Sunfish,Lepomis punctatus,Spotted Sunfish,Actinopterygii,104256
Brittany Mason,needs_id,Starbellied Orbweaver,Acanthepeira stellata,Starbellied Orbweaver,Arachnida,51709
Brittany Mason,needs_id,Silver Long-jawed Orbweaver,Tetragnatha laboriosa,Silver Long-jawed Orbweaver,Arachnida,60072
Brittany Mason,needs_id,White-marked Tussock Moth,Orgyia leucostigma,White-marked Tussock Moth,Insecta,81665
Brittany Mason,research,Flowing-lined Snout,Hypena manalis,Flowing-lined Snout,Insecta,221967
Brittany Mason,research,Mayan Cichlid,Mayaheros urophthalmus,Mayan Cichlid,Actinopterygii,623746
Brittany Mason,research,Polyphemus Moth,Antheraea polyphemus,Polyphemus Moth,Insecta,47919
Brittany Mason,needs_id,Rasahus hamatus,Rasahus hamatus,,Insecta,308325
Brittany Mason,needs_id,Dotted Diatraea,Diatraea lisetta,Dotted Diatraea,Insecta,218331
Brittany Mason,research,Black-dotted Spragueia Moth,Spragueia onagrus,Black-dotted Spragueia Moth,Insecta,474278
Brittany Mason,research,S-banded Tiger Beetle,Cicindela trifasciata,S-banded Tiger Beetle,Insecta,128007
Brittany Mason,needs_id,Cottonwood Leaf Beetle,Chrysomela scripta,Cottonwood Leaf Beetle,Insecta,69192
Brittany Mason,needs_id,Satin Rupela,Rupela tinctella,Satin Rupela,Insecta,509720
Brittany Mason,needs_id,Orthostethus infuscatus,Orthostethus infuscatus,,Insecta,130357
Brittany Mason,research,Jaguar Guapote,Parachromis managuensis,Jaguar Guapote,Actinopterygii,208891
Brittany Mason,needs_id,Protambulyx strigilis,Protambulyx strigilis,,Insecta,1528669
Brittany Mason,research,Io Moth,Automeris io,Io Moth,Insecta,82279
Brittany Mason,research,Common Ribbon Snake,Thamnophis saurita,Common Ribbon Snake,Reptilia,558951
Brittany Mason,needs_id,White-marked Tussock Moth,Orgyia leucostigma,White-marked Tussock Moth,Insecta,81665
Brittany Mason,needs_id,Black-spotted Schrankia,Hypenopsis macula,Black-spotted Schrankia,Insecta,1508499
Brittany Mason,needs_id,Neobisnius,Neobisnius,,Insecta,176785
Brittany Mason,research,Rambur's Forktail,Ischnura ramburii,Rambur's Forktail,Insecta,70191
Brittany Mason,needs_id,Watermilfoil Leafcutter Moth,Parapoynx allionealis,Watermilfoil Leafcutter Moth,Insecta,227082
Brittany Mason,research,Orphulella punctata,Orphulella punctata,,Insecta,293393
Brittany Mason,needs_id,Two-lined Spittlebug,Prosapia bicincta,Two-lined Spittlebug,Insecta,126291
Brittany Mason,research,Isabella Tiger Moth,Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675
Brittany Mason,research,Spanish Moth,Xanthopastis regnatrix,Spanish Moth,Insecta,322588
Brittany Mason,needs_id,Lunate Zale Moth,Zale lunata,Lunate Zale Moth,Insecta,84602
Brittany Mason,research,Giant Leopard Moth,Hypercompe scribonia,Giant Leopard Moth,Insecta,63028
Brittany Mason,research,Eastern Lubber Grasshopper,Romalea microptera,Eastern Lubber Grasshopper,Insecta,466003
Brittany Mason,research,Carpenterworm Moth,Prionoxystus robiniae,Carpenterworm Moth,Insecta,126293
Brittany Mason,needs_id,Pickerelweed Borer Moth,Bellura densa,Pickerelweed Borer Moth,Insecta,214965
Brittany Mason,needs_id,Gryllini,Gryllini,,Insecta,523728
Brittany Mason,research,Isabella Tiger Moth,Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675
Brittany Mason,needs_id,Satin Rupela,Rupela tinctella,Satin Rupela,Insecta,509720
Brittany Mason,research,Ceraunus Blue,Hemiargus ceraunus,Ceraunus Blue,Insecta,69940
Brittany Mason,needs_id,Ferguson's Epidromia Moth,Epidromia rotundata,Ferguson's Epidromia Moth,Insecta,327637
Brittany Mason,research,Io Moth,Automeris io,Io Moth,Insecta,82279
Brittany Mason,needs_id,Orange Virbia Moth,Virbia aurantiaca,Orange Virbia Moth,Insecta,196525
Brittany Mason,research,Black-etched Prominent Moth,Americerura scitiscripta,Black-etched Prominent Moth,Insecta,1463053
Brittany Mason,research,Spanish Moth,Xanthopastis regnatrix,Spanish Moth,Insecta,322588
Brittany Mason,needs_id,Carpenterworm Moth,Prionoxystus robiniae,Carpenterworm Moth,Insecta,126293
Brittany Mason,research,Faint-spotted Palthis Moth,Palthis asopialis,Faint-spotted Palthis Moth,Insecta,52902
Brittany Mason,research,Obtuse Yellow,Azenia obtusa,Obtuse Yellow,Insecta,202013
Brittany Mason,needs_id,Loxandrus,Loxandrus,,Insecta,177237
Brittany Mason,needs_id,White-tailed Diver Moth,Bellura gortynoides,White-tailed Diver Moth,Insecta,214966
Brittany Mason,needs_id,Florida Tetanolita Moth,Tetanolita floridana,Florida Tetanolita Moth,Insecta,232390
Brittany Mason,research,Eastern Toe-biter,Benacus griseus,Eastern Toe-biter,Insecta,714256
Brittany Mason,needs_id,Oxydia vesulia,Oxydia vesulia,,Insecta,478783
Brittany Mason,needs_id,Galerita bicolor,Galerita bicolor,,Insecta,130359
Brittany Mason,needs_id,Carpenterworm Moth,Prionoxystus robiniae,Carpenterworm Moth,Insecta,126293
Brittany Mason,research,Southern Flannel Moth,Megalopyge opercularis,Southern Flannel Moth,Insecta,84185
Brittany Mason,needs_id,Satin Rupela,Rupela tinctella,Satin Rupela,Insecta,509720
Brittany Mason,research,Southern Flannel Moth,Megalopyge opercularis,Southern Flannel Moth,Insecta,84185
Brittany Mason,research,Hydrophilus ovatus,Hydrophilus ovatus,,Insecta,221648
Brittany Mason,research,Western Cattle-Egret,Ardea ibis,Western Cattle-Egret,Aves,411086
Brittany Mason,research,Tersa Sphinx,Xylophanes tersa,Tersa Sphinx,Insecta,69737
Brittany Mason,needs_id,Argyractis drumalis,Argyractis drumalis,,Insecta,491838
Brittany Mason,research,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
Brittany Mason,research,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
Brittany Mason,research,American Alligator,Alligator mississippiensis,American Alligator,Reptilia,26159
Brittany Mason,research,Gulf Fritillary,Dione vanillae,Gulf Fritillary,Insecta,49150
Brittany Mason,research,Long-headed Toothpick Grasshopper,Achurum carinatum,Long-headed Toothpick Grasshopper,Insecta,212318
Brittany Mason,research,Tricolored Heron,Egretta tricolor,Tricolored Heron,Aves,4938
Brittany Mason,needs_id,Butterflies and Moths,Lepidoptera,Butterflies and Moths,Insecta,47157
Brittany Mason,needs_id,Blue Porterweed,Stachytarpheta jamaicensis,Blue Porterweed,Plantae,169322
Brittany Mason,research,whitetop sedge,Rhynchospora colorata,whitetop sedge,Plantae,132685
Brittany Mason,research,Hunter's Little Paper Wasp,Polistes dorsalis,Hunter's Little Paper Wasp,Insecta,55263
Brittany Mason,research,White Peacock,Anartia jatrophae,White Peacock,Insecta,49761
Brittany Mason,research,Florida Softshell Turtle,Apalone ferox,Florida Softshell Turtle,Reptilia,39566
Brittany Mason,research,dogfennel,Eupatorium capillifolium,dogfennel,Plantae,131154
Brittany Mason,research,Fish Crow,Corvus ossifragus,Fish Crow,Aves,8001
Brittany Mason,research,Great Egret,Ardea alba,Great Egret,Aves,144455
Brittany Mason,research,buttonbush,Cephalanthus occidentalis,buttonbush,Plantae,52763
Brittany Mason,needs_id,Shrubby False Buttonweed,Spermacoce verticillata,shrubby false buttonweed,Plantae,169171
Brittany Mason,research,Eastern Pondhawk,Erythemis simplicicollis,Eastern Pondhawk,Insecta,61495
Brittany Mason,research,Halloween Pennant,Celithemis eponina,Halloween Pennant,Insecta,50147
Brittany Mason,needs_id,Giant Leather Fern,Acrostichum danaeifolium,Giant leather fern,Plantae,130818
Brittany Mason,research,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461
Brittany Mason,needs_id,Lantana,Lantana,,Plantae,1478388
Brittany Mason,needs_id,Climbing Hempvine,Mikania scandens,climbing hempvine,Plantae,119145
Brittany Mason,needs_id,Rosy Camphorweed,Pluchea baccharis,Rosy Camphorweed,Plantae,143150
Brittany Mason,needs_id,Exorista,Exorista,,Insecta,341139
Brittany Mason,needs_id,Silverling,Baccharis glomeruliflora,Silverling,Plantae,159124
Brittany Mason,needs_id,Shrubby False Buttonweed,Spermacoce verticillata,shrubby false buttonweed,Plantae,169171
Brittany Mason,needs_id,Southern Green-striped Grasshopper,Chortophaga australior,Southern Green-striped Grasshopper,Insecta,130353
Brittany Mason,research,Rambur's Forktail,Ischnura ramburii,Rambur's Forktail,Insecta,70191
Brittany Mason,needs_id,Southern Paper Wasp,Polistes bellicosus,Southern Paper Wasp,Insecta,153449
Brittany Mason,research,Southern Green-striped Grasshopper,Chortophaga australior,Southern Green-striped Grasshopper,Insecta,130353
Brittany Mason,research,American Alligator,Alligator mississippiensis,American Alligator,Reptilia,26159
Brittany Mason,research,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
Brittany Mason,research,Northern Mockingbird,Mimus polyglottos,Northern Mockingbird,Aves,14886
Brittany Mason,needs_id,Phymata mystica,Phymata mystica,,Insecta,1470325
Brittany Mason,research,Glossy Ibis,Plegadis falcinellus,Glossy Ibis,Aves,3756
Brittany Mason,research,Gulf Fritillary,Dione vanillae,Gulf Fritillary,Insecta,49150
Brittany Mason,research,White Checkered-Skipper,Burnsius albezens,White Checkered-Skipper,Insecta,1457202
Brittany Mason,research,dune groundcherry,Physalis walteri,dune groundcherry,Plantae,131208
Brittany Mason,needs_id,Bushy Bluestem,Anatherum tenuispatheum,Bushy bluestem,Plantae,1616972
Brittany Mason,needs_id,Southern Cattail,Typha domingensis,southern cattail,Plantae,58392
Brittany Mason,research,Snowy Egret,Egretta thula,Snowy Egret,Aves,4940
Brittany Mason,research,Osprey,Pandion haliaetus,Osprey,Aves,116999
Brittany Mason,research,Southern Wax Myrtle,Morella cerifera,Southern Wax Myrtle,Plantae,119956
Brittany Mason,research,Pond Apple,Annona glabra,Pond Apple,Plantae,69972
Brittany Mason,research,Carolina willow,Salix caroliniana,Carolina willow,Plantae,125683
Brittany Mason,research,Scarlet Skimmer,Crocothemis servilia,Scarlet Skimmer,Insecta,52055
Brittany Mason,research,Great Egret,Ardea alba,Great Egret,Aves,144455
Brittany Mason,research,White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
Brittany Mason,research,Anhinga,Anhinga anhinga,Anhinga,Aves,5063
Brittany Mason,research,common ragweed,Ambrosia artemisiifolia,common ragweed,Plantae,53587
Brittany Mason,research,Sleepy Morning,Waltheria indica,Sleepy Morning,Plantae,130789
Brittany Mason,needs_id,Mendez's Sandmat,Euphorbia mendezii,Mendez's Sandmat,Plantae,282345
Brittany Mason,research,Southern Beeblossom,Oenothera simulans,Southern Beeblossom,Plantae,914039
Brittany Mason,research,buttonbush,Cephalanthus occidentalis,buttonbush,Plantae,52763
Brittany Mason,research,painted leaf,Euphorbia cyathophora,painted leaf,Plantae,77109
Brittany Mason,research,Madagascar Periwinkle,Catharanthus roseus,Madagascar Periwinkle,Plantae,62924
Brittany Mason,research,Boat-tailed Grackle,Quiscalus major,Boat-tailed Grackle,Aves,9601
Brittany Mason,research,pineland heliotrope,Euploca polyphylla,pineland heliotrope,Plantae,769874
Brittany Mason,research,American white waterlily,Nymphaea odorata,American white waterlily,Plantae,51119
Brittany Mason,research,oakleaf fleabane,Erigeron quercifolius,oakleaf fleabane,Plantae,131153
Brittany Mason,research,Snowy Egret,Egretta thula,Snowy Egret,Aves,4940
Brittany Mason,needs_id,Widespread Maiden Fern,Pelazoneuron kunthii,Widespread Maiden Fern,Plantae,1413422
Brittany Mason,research,cabbage palmetto,Sabal palmetto,cabbage palmetto,Plantae,123481
Brittany Mason,research,Largeflower Pusley,Richardia grandiflora,Largeflower Pusley,Plantae,52078
Brittany Mason,research,Rosy Camphorweed,Pluchea baccharis,Rosy Camphorweed,Plantae,143150
Brittany Mason,needs_id,Faboideae,Faboideae,,Plantae,507502
Brittany Mason,research,Wood Stork,Mycteria americana,Wood Stork,Aves,4742
Brittany Mason,research,White Ibis,Eudocimus albus,White Ibis,Aves,3751
Brittany Mason,needs_id,Typical Paper Wasps,Polistes,Typical Paper Wasps,Insecta,52756
Brittany Mason,research,Rosy Camphorweed,Pluchea baccharis,Rosy Camphorweed,Plantae,143150
Brittany Mason,research,Gulf Fritillary,Dione vanillae,Gulf Fritillary,Insecta,49150
Brittany Mason,needs_id,American Burnweed,Erechtites hieraciifolius,American burnweed,Plantae,130888
Brittany Mason,needs_id,Crab Spiders,Thomisidae,Crab Spiders,Arachnida,47866
Brittany Mason,research,climbing hempvine,Mikania scandens,climbing hempvine,Plantae,119145
Brittany Mason,research,Seaside Grasshopper,Trimerotropis maritima,Seaside Grasshopper,Insecta,69924
Brittany Mason,research,Siam weed,Chromolaena odorata,Siam weed,Plantae,199400
Brittany Mason,research,Black-necked Stilt,Himantopus mexicanus,Black-necked Stilt,Aves,4836
Brittany Mason,research,Black Skimmer,Rynchops niger,Black Skimmer,Aves,4496
Brittany Mason,needs_id,Condylostylus,Condylostylus,,Insecta,122222
