user_name,quality_grade,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
Corey Callaghan,needs_id,eastern milkpea,Galactia volubilis,eastern milkpea,Plantae,163157
Corey Callaghan,research,Caesar weed,Urena lobata,Caesar weed,Plantae,127638
Corey Callaghan,research,Fishbone Fern,Nephrolepis cordifolia,Fishbone Fern,Plantae,48233
Corey Callaghan,research,lilac tasselflower,Emilia sonchifolia,lilac tasselflower,Plantae,121287
Corey Callaghan,research,Cocoplum,Chrysobalanus icaco,Cocoplum,Plantae,160544
Corey Callaghan,research,White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
Corey Callaghan,research,saw palmetto,Serenoa repens,saw palmetto,Plantae,83102
Corey Callaghan,research,Florida Strangler Fig,Ficus aurea,Florida Strangler Fig,Plantae,120934
Corey Callaghan,research,rosary pea,Abrus precatorius,rosary pea,Plantae,122099
Corey Callaghan,research,slash pine,Pinus elliottii,slash pine,Plantae,69985
Corey Callaghan,needs_id,southern live oak,Quercus virginiana,southern live oak,Plantae,49013
Corey Callaghan,research,American beautyberry,Callicarpa americana,American beautyberry,Plantae,49193
Corey Callaghan,needs_id,Natal grass,Melinis repens,Natal grass,Plantae,77987
Corey Callaghan,needs_id,partridge pea,Chamaecrista fasciculata,partridge pea,Plantae,127907
Corey Callaghan,research,Largeflower False Rosemary,Conradina grandiflora,Largeflower False Rosemary,Plantae,160837
Corey Callaghan,needs_id,Myrtle Oak,Quercus myrtifolia,Myrtle Oak,Plantae,167660
Corey Callaghan,research,muscadine,Vitis rotundifolia,muscadine,Plantae,82529
Corey Callaghan,needs_id,American Rosette Lichen,Physcia americana,American Rosette Lichen,Fungi,228037
Corey Callaghan,needs_id,Seriated Aethes,Aethes seriatana,Seriated Aethes,Insecta,333445
Corey Callaghan,research,Cuban Tree Frog,Osteopilus septentrionalis,Cuban Tree Frog,Amphibia,24382
Corey Callaghan,research,Mayan Cichlid,Mayaheros urophthalmus,Mayan Cichlid,Actinopterygii,623746
Corey Callaghan,research,Jaguar Guapote,Parachromis managuensis,Jaguar Guapote,Actinopterygii,208891
Corey Callaghan,research,Brazilian pepper,Schinus terebinthifolia,Brazilian pepper,Plantae,130872
Corey Callaghan,research,shrubby false buttonweed,Spermacoce verticillata,shrubby false buttonweed,Plantae,169171
Corey Callaghan,research,Southern Beeblossom,Oenothera simulans,Southern Beeblossom,Plantae,914039
Corey Callaghan,needs_id,cypress family,Cupressaceae,cypress family,Plantae,47374
Corey Callaghan,research,Moonflower,Ipomoea alba,Moonflower,Plantae,164075
Corey Callaghan,needs_id,Chrysops flavidus,Chrysops flavidus,,Insecta,216865
Corey Callaghan,research,Carolina willow,Salix caroliniana,Carolina willow,Plantae,125683
Corey Callaghan,needs_id,Comb Bushmint,Mesosphaerum pectinatum,Comb Bushmint,Plantae,589897
Corey Callaghan,research,castor bean,Ricinus communis,castor bean,Plantae,56739
Corey Callaghan,needs_id,Bushy bluestem,Anatherum tenuispatheum,Bushy bluestem,Plantae,1616972
Corey Callaghan,research,Carolina willow,Salix caroliniana,Carolina willow,Plantae,125683
Corey Callaghan,needs_id,American burnweed,Erechtites hieraciifolius,American burnweed,Plantae,130888
Corey Callaghan,needs_id,climbing hempvine,Mikania scandens,climbing hempvine,Plantae,119145
Corey Callaghan,research,alligator flag,Thalia geniculata,alligator flag,Plantae,127912
Corey Callaghan,needs_id,Moonflower,Ipomoea alba,Moonflower,Plantae,164075
Corey Callaghan,research,Tylozygus bifidus,Tylozygus bifidus,,Insecta,233134
Corey Callaghan,needs_id,Graminella cognita,Graminella cognita,,Insecta,825385
Corey Callaghan,research,Slosson's metalmark moth,Tortyra slossonia,Slosson's metalmark moth,Insecta,696595
Corey Callaghan,needs_id,Seriated Aethes,Aethes seriatana,Seriated Aethes,Insecta,333445
Corey Callaghan,needs_id,Bermudagrass Stem Maggot,Atherigona reversura,Bermudagrass Stem Maggot,Insecta,418263
Corey Callaghan,research,Rugosana querci,Rugosana querci,,Insecta,343235
Corey Callaghan,needs_id,Acrolophus walsinghami,Acrolophus walsinghami,,Insecta,702390
Corey Callaghan,needs_id,Javelin Moth,Bactra verutana,Javelin Moth,Insecta,214759
Corey Callaghan,research,Grapevine Beetle,Pelidnota punctata,Grapevine Beetle,Insecta,48259
Corey Callaghan,needs_id,Diplotaxis,Diplotaxis,,Insecta,59476
Corey Callaghan,needs_id,Pecan Carpenterworm Moth,Cossula magnifica,Pecan Carpenterworm Moth,Insecta,217657
Corey Callaghan,research,Cuban May Beetle,Phyllophaga bruneri,Cuban May Beetle,Insecta,739232
Corey Callaghan,needs_id,Margined Shining Leaf Chafer,Callistethus marginatus,Margined Shining Leaf Chafer,Insecta,301410
Corey Callaghan,research,Diamondback Moth,Plutella xylostella,Diamondback Moth,Insecta,126765
Corey Callaghan,research,Killdeer,Charadrius vociferus,Killdeer,Aves,4793
Corey Callaghan,needs_id,Least Sandpiper,Calidris minutilla,Least Sandpiper,Aves,3864
Corey Callaghan,research,Boat-tailed Grackle,Quiscalus major,Boat-tailed Grackle,Aves,9601
Corey Callaghan,research,Western Cattle-Egret,Ardea ibis,Western Cattle-Egret,Aves,411086
Corey Callaghan,research,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
Corey Callaghan,research,American Alligator,Alligator mississippiensis,American Alligator,Reptilia,26159
Corey Callaghan,needs_id,Java Plum,Syzygium cumini,Java plum,Plantae,169518
Corey Callaghan,research,Cuban Bulrush,Cyperus blepharoleptos,Cuban Bulrush,Plantae,583228
Corey Callaghan,research,Common Ground Dove,Columbina passerina,Common Ground Dove,Aves,3545
Corey Callaghan,research,Brown-headed Cowbird,Molothrus ater,Brown-headed Cowbird,Aves,10373
Corey Callaghan,research,Boat-tailed Grackle,Quiscalus major,Boat-tailed Grackle,Aves,9601
Corey Callaghan,research,water lettuce,Pistia stratiotes,water lettuce,Plantae,78589
Corey Callaghan,research,Rambur's Forktail,Ischnura ramburii,Rambur's Forktail,Insecta,70191
Corey Callaghan,research,Eastern Meadowlark,Sturnella magna,Eastern Meadowlark,Aves,9528
Corey Callaghan,research,Eastern Lubber Grasshopper,Romalea microptera,Eastern Lubber Grasshopper,Insecta,466003
Corey Callaghan,needs_id,Eastern Leaf-footed Bug,Leptoglossus phyllopus,Eastern Leaf-footed Bug,Insecta,61256
Corey Callaghan,research,Red-shouldered Hawk,Buteo lineatus,Red-shouldered Hawk,Aves,5206
Corey Callaghan,research,Blue Dasher,Pachydiplax longipennis,Blue Dasher,Insecta,59774
Corey Callaghan,research,Nuttall's Thistle,Cirsium nuttallii,Nuttall's Thistle,Plantae,129194
Corey Callaghan,research,Common Ground Dove,Columbina passerina,Common Ground Dove,Aves,3545
Corey Callaghan,research,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
Corey Callaghan,research,Needham's Skimmer,Libellula needhami,Needham's Skimmer,Insecta,68911
Corey Callaghan,research,Eastern Pondhawk,Erythemis simplicicollis,Eastern Pondhawk,Insecta,61495
Corey Callaghan,research,Rambur's Forktail,Ischnura ramburii,Rambur's Forktail,Insecta,70191
Corey Callaghan,research,Limpkin,Aramus guarauna,Limpkin,Aves,7
Corey Callaghan,research,European Starling,Sturnus vulgaris,European Starling,Aves,14850
Corey Callaghan,research,Ghost Bulimulus,Bulimulus bonariensis,Ghost Bulimulus,Mollusca,831286
Corey Callaghan,needs_id,Lasioglossum gemmatum,Lasioglossum gemmatum,,Insecta,1450287
Corey Callaghan,research,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
Corey Callaghan,research,herbwilliam,Ptilimnium capillaceum,herbwilliam,Plantae,128655
Corey Callaghan,research,Graceful Twig Ant,Pseudomyrmex gracilis,Graceful Twig Ant,Insecta,300301
Corey Callaghan,research,Red-bellied Woodpecker,Melanerpes carolinus,Red-bellied Woodpecker,Aves,18205
Corey Callaghan,research,Carolina willow,Salix caroliniana,Carolina willow,Plantae,125683
Corey Callaghan,research,Southern Wax Myrtle,Morella cerifera,Southern Wax Myrtle,Plantae,119956
Corey Callaghan,research,Limpkin,Aramus guarauna,Limpkin,Aves,7
Corey Callaghan,research,American Bittern,Botaurus lentiginosus,American Bittern,Aves,5034
Corey Callaghan,research,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
Corey Callaghan,research,Loggerhead Shrike,Lanius ludovicianus,Loggerhead Shrike,Aves,12024
Corey Callaghan,research,cabbage palmetto,Sabal palmetto,cabbage palmetto,Plantae,123481
Corey Callaghan,research,Swallow-tailed Kite,Elanoides forficatus,Swallow-tailed Kite,Aves,5301
Corey Callaghan,research,Mourning Dove,Zenaida macroura,Mourning Dove,Aves,3454
Corey Callaghan,research,Swamp Sawgrass,Cladium mariscus,Swamp Sawgrass,Plantae,160659
Corey Callaghan,research,Peruvian primrose-willow,Ludwigia peruviana,Peruvian primrose-willow,Plantae,50338
Corey Callaghan,research,Eastern Lubber Grasshopper,Romalea microptera,Eastern Lubber Grasshopper,Insecta,466003
Corey Callaghan,research,Phasey Bean,Macroptilium lathyroides,Phasey Bean,Plantae,165060
Corey Callaghan,needs_id,Poey's Furrow Bee,Halictus poeyi,Poey's Furrow Bee,Insecta,526062
Corey Callaghan,research,Halloween Pennant,Celithemis eponina,Halloween Pennant,Insecta,50147
Corey Callaghan,research,Queen,Danaus gilippus,Queen,Insecta,51743
Corey Callaghan,research,Gulf Fritillary,Dione vanillae,Gulf Fritillary,Insecta,49150
Corey Callaghan,research,Common Buckeye,Junonia coenia,Common Buckeye,Insecta,48505
Corey Callaghan,research,whitetop sedge,Rhynchospora colorata,whitetop sedge,Plantae,132685
Corey Callaghan,research,Rambur's Forktail,Ischnura ramburii,Rambur's Forktail,Insecta,70191
Corey Callaghan,research,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
Corey Callaghan,research,White-eyed Vireo,Vireo griseus,White-eyed Vireo,Aves,17408
Corey Callaghan,research,Blue Dasher,Pachydiplax longipennis,Blue Dasher,Insecta,59774
Corey Callaghan,research,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Aves,9721
Corey Callaghan,research,Horse Paper Wasp,Polistes major,Horse Paper Wasp,Insecta,244909
Corey Callaghan,research,Rambur's Forktail,Ischnura ramburii,Rambur's Forktail,Insecta,70191
Corey Callaghan,needs_id,Hunter's Little Paper Wasp,Polistes dorsalis,Hunter's Little Paper Wasp,Insecta,55263
Corey Callaghan,research,Eastern Pondhawk,Erythemis simplicicollis,Eastern Pondhawk,Insecta,61495
Corey Callaghan,needs_id,Mexican Primrose-Willow,Ludwigia octovalvis,Mexican Primrose-willow,Plantae,164861
Corey Callaghan,research,turkey tangle frogfruit,Phyla nodiflora,turkey tangle frogfruit,Plantae,59040
Corey Callaghan,research,red maple,Acer rubrum,red maple,Plantae,48098
Corey Callaghan,research,White Peacock,Anartia jatrophae,White Peacock,Insecta,49761
Corey Callaghan,research,spatterdock,Nuphar advena,spatterdock,Plantae,82504
Corey Callaghan,needs_id,Manyflower Marshpennywort,Hydrocotyle umbellata,manyflower marshpennywort,Plantae,58792
Corey Callaghan,research,North American Racer,Coluber constrictor,North American Racer,Reptilia,27137
Corey Callaghan,research,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638
Corey Callaghan,research,common ragweed,Ambrosia artemisiifolia,common ragweed,Plantae,53587
Corey Callaghan,research,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
Corey Callaghan,research,American Alligator,Alligator mississippiensis,American Alligator,Reptilia,26159
Corey Callaghan,research,Eastern Pondhawk,Erythemis simplicicollis,Eastern Pondhawk,Insecta,61495
Corey Callaghan,research,Florida Gar,Lepisosteus platyrhincus,Florida Gar,Actinopterygii,104251
Corey Callaghan,research,water lettuce,Pistia stratiotes,water lettuce,Plantae,78589
Corey Callaghan,research,Queen,Danaus gilippus,Queen,Insecta,51743
Corey Callaghan,needs_id,Southern Cattail,Typha domingensis,southern cattail,Plantae,58392
Corey Callaghan,research,Caesar weed,Urena lobata,Caesar weed,Plantae,127638
Corey Callaghan,research,Eastern Pondhawk,Erythemis simplicicollis,Eastern Pondhawk,Insecta,61495
Corey Callaghan,research,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
Corey Callaghan,research,Fraternal Potter Wasp,Eumenes fraternus,Fraternal Potter Wasp,Insecta,133765
Corey Callaghan,research,Halloween Pennant,Celithemis eponina,Halloween Pennant,Insecta,50147
Corey Callaghan,research,Little Blue Dragonlet,Erythrodiplax minuscula,Little Blue Dragonlet,Insecta,100403
Corey Callaghan,needs_id,Burma Reed,Neyraudia reynaudiana,Burma Reed,Plantae,165701
Corey Callaghan,research,Dorantes Longtail,Cecropterus dorantes,Dorantes Longtail,Insecta,1457832
Corey Callaghan,needs_id,Hilograss,Paspalum conjugatum,Hilograss,Plantae,166171
Corey Callaghan,research,Turkey Vulture,Cathartes aura,Turkey Vulture,Aves,4756
Corey Callaghan,research,Ceraunus Blue,Hemiargus ceraunus,Ceraunus Blue,Insecta,69940
Corey Callaghan,needs_id,Burma Reed,Neyraudia reynaudiana,Burma Reed,Plantae,165701
Corey Callaghan,research,Bicolored Plushback,Palpada pusilla,Bicolored Plushback,Insecta,203627
Corey Callaghan,research,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
Corey Callaghan,research,Florida Calligrapher,Toxomerus floralis,Florida Calligrapher,Insecta,910322
Corey Callaghan,research,Confluent Masked Bee,Hylaeus confluens,Confluent Masked Bee,Insecta,954790
Corey Callaghan,research,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
Corey Callaghan,needs_id,Carpenter-mimic Leafcutter Bee,Megachile xylocopoides,Carpenter-mimic Leafcutter Bee,Insecta,323780
Corey Callaghan,needs_id,Moonflower,Ipomoea alba,Moonflower,Plantae,164075
Corey Callaghan,research,Bicolored Plushback,Palpada pusilla,Bicolored Plushback,Insecta,203627
Corey Callaghan,research,Phaon Crescent,Phyciodes phaon,Phaon Crescent,Insecta,68274
Corey Callaghan,research,Red-marked Pachodynerus Wasp,Pachodynerus erynnis,Red-marked Pachodynerus Wasp,Insecta,338573
Corey Callaghan,research,Slosson's Mason Wasp,Zethus slossonae,Slosson's Mason Wasp,Insecta,429817
Corey Callaghan,research,Rambur's Forktail,Ischnura ramburii,Rambur's Forktail,Insecta,70191
Corey Callaghan,needs_id,Broad-leaved Paperbark,Melaleuca quinquenervia,Broad-leaved paperbark,Plantae,120527
Corey Callaghan,research,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278
Corey Callaghan,research,Southern Green-striped Grasshopper,Chortophaga australior,Southern Green-striped Grasshopper,Insecta,130353
Corey Callaghan,research,Florida Strangler Fig,Ficus aurea,Florida Strangler Fig,Plantae,120934
Corey Callaghan,research,Black Vulture,Coragyps atratus,Black Vulture,Aves,4765
Corey Callaghan,research,Atlantic Grasshopper,Paroxya atlantica,Atlantic Grasshopper,Insecta,227277
Corey Callaghan,research,marsh fleabane,Pluchea odorata,marsh fleabane,Plantae,60146
Corey Callaghan,research,Black Swallowtail,Papilio polyxenes,Black Swallowtail,Insecta,58523
Corey Callaghan,research,oakleaf fleabane,Erigeron quercifolius,oakleaf fleabane,Plantae,131153
Corey Callaghan,research,Fourleaf Vetch,Vicia acutifolia,Fourleaf Vetch,Plantae,127151
Corey Callaghan,research,Florida Bass,Micropterus salmoides,Florida Bass,Actinopterygii,49587
Corey Callaghan,research,Redear Sunfish,Lepomis microlophus,Redear Sunfish,Actinopterygii,85127
Corey Callaghan,research,Cyrano Darner,Nasiaeschna pentacantha,Cyrano Darner,Insecta,106623
Corey Callaghan,research,Delaware Skipper,Anatrytone logan,Delaware Skipper,Insecta,58509
Corey Callaghan,research,Zebra Longwing,Heliconius charithonia,Zebra Longwing,Insecta,49766
Corey Callaghan,research,Brazilian pepper,Schinus terebinthifolia,Brazilian pepper,Plantae,130872
Corey Callaghan,needs_id,Manyflower Ragwort,Senecio polyanthemoides,Manyflower Ragwort,Plantae,594345
Corey Callaghan,research,blue mistflower,Conoclinium coelestinum,blue mistflower,Plantae,119095
Corey Callaghan,needs_id,Orange Virbia Moth,Virbia aurantiaca,Orange Virbia Moth,Insecta,196525
Corey Callaghan,research,American Alligator,Alligator mississippiensis,American Alligator,Reptilia,26159
Corey Callaghan,needs_id,Southern Carpenter Bee,Xylocopa micans,Southern Carpenter Bee,Insecta,133788
Corey Callaghan,research,Largeflower Pusley,Richardia grandiflora,Largeflower Pusley,Plantae,52078
Corey Callaghan,needs_id,Swamp Dock,Rumex verticillatus,swamp dock,Plantae,128660
Corey Callaghan,research,Nettletree,Trema micranthum,Nettletree,Plantae,169902
Corey Callaghan,research,Bicolored Plushback,Palpada pusilla,Bicolored Plushback,Insecta,203627
Corey Callaghan,needs_id,Southern Paper Wasp,Polistes bellicosus,Southern Paper Wasp,Insecta,153449
Corey Callaghan,needs_id,Augochlorine Sweat Bees,Augochlorini,Augochlorine Sweat Bees,Insecta,203037
Corey Callaghan,needs_id,False Nettle,Boehmeria cylindrica,false nettle,Plantae,75832
Corey Callaghan,research,Brown-winged Striped Sweat Bee,Agapostemon splendens,Brown-winged Striped Sweat Bee,Insecta,199056
Corey Callaghan,research,Brown-winged Striped Sweat Bee,Agapostemon splendens,Brown-winged Striped Sweat Bee,Insecta,199056
Corey Callaghan,research,marsh fern,Thelypteris palustris,marsh fern,Plantae,82569
Corey Callaghan,needs_id,Pseudomethoca sanbornii,Pseudomethoca sanbornii,,Insecta,555271
Corey Callaghan,research,Limpkin,Aramus guarauna,Limpkin,Aves,7
Corey Callaghan,research,Great Crested Flycatcher,Myiarchus crinitus,Great Crested Flycatcher,Aves,16028
Corey Callaghan,research,Gulf Fritillary,Dione vanillae,Gulf Fritillary,Insecta,49150
Corey Callaghan,research,Brazilian pepper,Schinus terebinthifolia,Brazilian pepper,Plantae,130872
Corey Callaghan,research,Compact Carpenter Ant,Camponotus planatus,Compact Carpenter Ant,Insecta,300418
Corey Callaghan,research,Blue Dasher,Pachydiplax longipennis,Blue Dasher,Insecta,59774
Corey Callaghan,research,water lettuce,Pistia stratiotes,water lettuce,Plantae,78589
Corey Callaghan,needs_id,Woolly Witchgrass,Dichanthelium scabriusculum,woolly witchgrass,Plantae,133040
Corey Callaghan,research,Boat-tailed Grackle,Quiscalus major,Boat-tailed Grackle,Aves,9601
Corey Callaghan,needs_id,Southern Amaranth,Amaranthus australis,Southern Amaranth,Plantae,158242
Corey Callaghan,research,Brown Anole,Anolis sagrei,Brown Anole,Reptilia,116461
Corey Callaghan,needs_id,Dineutus,Dineutus,,Insecta,173833
Corey Callaghan,research,White beggarticks,Bidens alba,White beggarticks,Plantae,1095846
Corey Callaghan,research,Eastern Amberwing,Perithemis tenera,Eastern Amberwing,Insecta,59776
Corey Callaghan,research,Brown-winged Striped Sweat Bee,Agapostemon splendens,Brown-winged Striped Sweat Bee,Insecta,199056
Corey Callaghan,research,Great Crested Flycatcher,Myiarchus crinitus,Great Crested Flycatcher,Aves,16028
Corey Callaghan,research,Bobolink,Dolichonyx oryzivorus,Bobolink,Aves,10487
Corey Callaghan,research,Eastern Pondhawk,Erythemis simplicicollis,Eastern Pondhawk,Insecta,61495
Corey Callaghan,research,Lantana,Lantana strigocamara,Lantana,Plantae,370492
Corey Callaghan,needs_id,Eight-toothed Cuckoo Leaf-cutter Bee,Coelioxys octodentatus,Eight-toothed Cuckoo Leaf-cutter Bee,Insecta,934230
Corey Callaghan,research,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
Corey Callaghan,research,Eastern Meadowlark,Sturnella magna,Eastern Meadowlark,Aves,9528
Corey Callaghan,research,water lettuce,Pistia stratiotes,water lettuce,Plantae,78589
Corey Callaghan,research,Swamp Flatsedge,Cyperus ligularis,Swamp Flatsedge,Plantae,161458
Corey Callaghan,research,Largeflower Pusley,Richardia grandiflora,Largeflower Pusley,Plantae,52078
Corey Callaghan,research,Common Ground Dove,Columbina passerina,Common Ground Dove,Aves,3545
